"6003368";"Kervara beige 22,3x44,8";"99188150";"1";"";" 55";" 20";299,00;0,000;"m2";1,500;"63";13800,0;""
"4002111";"City light grey 29,7x60";"684068";"3";"B1";"  2";"  1";699,00;0,000;"m2";1,250;"40";19850,0;""
"4002265";"Universal Floors PPU301 white 33,3x33,3";"714108";"3";"A2";"  2";" 18";69,00;0,000;"m2";1,330;"63.84";17240,0;""
"2003023";"Trendy wood grey 29,7x59,8";"258018";"7";"B2/4";"  2";" 18";639,00;0,000;"m2";1,600;"51.2";19060,0;""
"2001296";"Kallisto green 29,7x29,7";"699910";"F";"D3/2";"  2";" 18";295,00;0,000;"m2";1,320;"58.08";18200,0;""
"4002228";"Muzi grey glossy 33,3x33,3";"686628";"2";"S/2";"  2";" 18";69,00;0,000;"m2";1,330;"63.84";17240,0;""
"4002229";"Muzi grey glossy 29,7x60";"686758";"1";"A1";"  2";" 20";199,00;0,000;"m2";1,250;"40";19850,0;""
"4002446";"Nordic Oak wenge 14,7x89";"720550";"1";"S";"  2";" 20";69,00;0,000;"m2";1,050;"33.6";25900,0;""
"2001264";"Hyperion graphite 29,7x29,7";"695516";"J";"B15/3";"  2";" 20";199,00;0,000;"m2";1,320;"58.08";19050,0;""
"5004655";"Memento old white ret 60x60";"M0DY";"1";"S11/R7";"  5";" 20";399,00;0,000;"m2";1,080;"43.2";24000,0;""
"5003795";"TreverkHome frassino 40x120x2";"MLUF";":";"G24/R7";"  5";" 13";2289,00;0,000;"m2";0,480;"23.04";46750,0;""
"5000560";"Evolutionmarble bronzo amani rettificato 60x120";"MJX6";"7";"D28/R4";"  5";" 18";1645,00;0,000;"m2";1,440;"51.84";24819,0;""
"5000098";"TreverkHome quercia 30x120";"MJWM";"E";"M16/R4";"  5";"  2";1145,00;0,000;"m2";1,080;"51.84";25639,0;""
"5000145";"TreverkHome larice 30x120";"MKLC";"U";"M28/R4";"  5";"  2";1145,00;0,000;"m2";1,080;"51.84";25639,0;""
"4002420";"Beryl G411 graphite 42x42";"717673";"3";"A2/3";"  2";"  2";499,00;0,000;"m2";1,410;"33.84";18527,0;""
"4002203";"Ziros G402 oak 42x42";"706530";"4";"B2/3";"  2";"  2";685,00;0,000;"m2";1,410;"33.84";18910,0;""
"4002421";"Beryl G411 grey 42x42";"717710";"4";"A2/2";"  2";"  2";499,00;0,000;"m2";1,410;"33.84";18527,0;""
"4001801";"Syrio white 32,6x32,6";"W262-006-1";"4";"A320190 649340";"  2";" 20";69,00;0,000;"m2";1,170;"56.16";18368,0;""
"9930069";"RK-M vzorky Stream";"P719/18";"1";"";" 31";"  2";1,00;0,000;"set";0,000;"";40000,0;""
"6003246";"Moringa brown STR obkl·daËka 22,3x44,8";"99185432";"1";"B";"  6";" 25";625,00;0,000;"m2";1,500;"63";13800,0;""
"6000447";"Elida 1 hnÏd· obkl·daËka 22,3x44,8";"99006867";"8";"A";"  6";" 20";99,00;0,000;"m2";1,500;"63";15000,0;""
"6003266";"Rustic Maple White 119,8x19";"99193734";"2";"51";"  6";" 18";69,00;0,000;"m2";1,140;"41.04";25260,0;""
"6003591";"Industrio ivory 119,8x59,8";"99054042";"1";"50";" 55";" 13";1415,00;0,000;"m2";1,430;"38.61";22570,0;""
"6002992";"Estrella graphite 29,8x59,8";"99177949";"3";"D";"  6";" 25";875,00;0,000;"m2";1,070;"42.8";17210,0;""
"6002448";"Castanio brown obkl·daËka 25x36";"99152397";"7";"D";"  6";" 20";199,00;0,000;"m2";1,350;"72.9";13330,0;""
"6003662";"Senza white dlaûdice 44,8x44,8";"99011137";"1";"00";"  6";" 25";819,00;0,000;"m2";1,600;"64";18750,0;""
"6003653";"Senza grey obklad 29,8x74,8";"99071322";"1";"C";"  6";" 25";1065,00;0,000;"m2";1,340;"42.88";17240,0;""
"6002404";"Toscana braz obkl·daËka toscana 25x36";"99098985";"5";"B";" 55";" 13";599,00;0,000;"m2";1,350;"72.9";13330,0;""
"6002993";"Estrella brown 29,8x59,8";"99177970";"6";"B";"  6";" 25";875,00;0,000;"m2";1,070;"42.8";17210,0;""
"3131592";"Flash bianco polpoler 30x60";"131592";"1";"2WZ";"  3";" 20";669,00;0,000;"m2";0,900;"39.60";22400,0;""
"3500121";"Muro bianco obklad struktura 25x40";"500121";"2";"A2";"  3";" 20";375,00;0,000;"m2";1,200;"64.80";13780,0;""
"3066845";"Amiche beige obklad 30x60";"503825";"6";"WZ";"  3";" 20";479,00;0,000;"m2";1,440;"46.08";18310,0;""
"3082083";"Gamma szara mat 19,8x19,8";"082083";"1";"B2";"  3";" 10";685,00;0,000;"m2";1,330;"79.80";11500,0;""
"3097870";"Matala grys obklad rekt. 25x75";"097870";"2";"A1";"  3";" 20";739,00;0,000;"m2";1,300;"36.40";16200,0;""
"3027181";"Cotto crema podst 14,8x30";"027181";"2";"B2";"  3";" 20";475,00;0,000;"m2";0,890;"44.50";24720,0;""
"3027266";"Cotto crema 30x8,1";"027266";"1";"A1";"  3";" 20";399,00;0,000;"m2";0,830;"39.84";24720,0;""
"2001298";"Kallisto grey 29,7x29,7";"699514";"`";"D38";"  2";" 20";199,00;0,000;"m2";1,320;"58.08";19050,0;""
"2001298";"Kallisto grey 29,7x29,7";"699514";"a";"A76/3";"  2";" 20";199,00;0,000;"m2";1,320;"58.08";19050,0;""
"2001298";"Kallisto grey 29,7x29,7";"699514";"c";"A79/3";"  2";" 20";199,00;0,000;"m2";1,320;"58.08";19050,0;""
"2001310";"Kallisto green steptread 29,7x29,7";"691310";"1";"A4/2";"  2";" 18";305,00;0,000;"m2";1,320;"58.08";18200,0;""
"2002302";"Kallisto brown 29,7x29,7";"350910";":";"C3/1";"  2";" 18";295,00;0,000;"m2";1,320;"58.08";18200,0;""
"1006016";"Unistone bÌl· obkl·daËka 39,8x19,8x0,7";"WATMB609";"D";"CL/8";"  1";" 20";381,00;0,000;"m2";1,600;"76.8";12200,0;""
"1008157";"Extra tmavÏ öed· obkl·daËka 19,8x39,8x0,7";"WADMB724";"3";"CP/8";"  1";"  1";497,00;0,000;"m2";1,600;"76.8";12875,0;""
"1008251";"Mano bÌl· obkl·daËka 29,8x59,8x1";"WARV4560";"2";"CM/8";"  1";" 20";273,00;0,000;"m2";1,080;"43.2";18519,0;""
"1002178";"Color1 svÏtle modr· matn· 19,8x19,8x0,65";"WAA1N540";"5";"CN/8";"  1";" 10";557,00;0,000;"m2";1,000;"84";12200,0;""
"1004774";"Unistone bÌl· dlaûdice reliÈfnÌ 33,3x33,3x0,8";"DAR3B609";"9";"CG/3";"  1";" 20";540,00;0,000;"m2";1,330;"58.52";18200,0;""
"1008077";"Taurus Granit 72 S Arabia schodovka 29,8x29,8x0,9";"TCA35072";"2";"30x30 7L3/8";"  1";" 21";63,00;0,000;"ks";0,000;"572";1750,0;""
"1008067";"Taurus Granit 69 S Rio Negro schod 29,8x29,8x0,9";"TCA35069";":";"7G6/8 30x30";"  1";" 21";85,00;0,000;"ks";0,000;"576";1750,0;""
"1002966";"Taurus Porfyr L04 S Kaprun dlaûdice 29,8x29,8x0,9";"TAA35L04";"7";"7K3/8";"  1";" 20";497,00;0,000;"m2";1,090;"52.32";19200,0;""
"1007932";"Base svÏtle bÈûov· dlaûdice kalibr R9 59,8x59,8x1";"DAK63431";"6";"DJ/8";"  1";"  2";1026,00;0,000;"m2";1,080;"34.56";23056,0;""
"1007185";"Corso svÏtle öed· dlaûdice kalibrovan· 60x60";"DAK63755";"1";"KH/8";"  1";" 20";99,00;0,000;"m2";1,080;"34.56";22200,0;""
"1007186";"Corso bÈûov· dlaûdice kalibrovan· 60x60";"DAK63758";"2";"KL/8";"  1";" 20";99,00;0,000;"m2";1,080;"34.56";22200,0;""
"1007514";"Via Ëerveno-hnÏd· dlaûdice 29,8x29,8x0,8";"DAR34712";"=";"AF/8";"  1";"  2";649,00;0,000;"m2";1,180;"56.64";17800,0;""
