"0502";"12566";"3100000";"1";2.000;726.00;248.58;0.00;01.12.2023;21
"0521";" 3405";"6004448";" ";3.000;1939.00;629.82;0.00;01.12.2023;21
"0502";"12848";"6002471";"5";16.050;1125.00;366.74;2708.45;01.12.2023;21
"0502";"12848";"6002471";"5";2.140;1125.00;366.74;361.13;01.12.2023;21
"0502";"12900";"1006547";"5";1.080;799.00;359.20;129.40;01.12.2023;21
"0502";"13047";"1500005";" ";1.000;6436.00;2389.28;2896.20;01.12.2023;21
"0502";"13047";"1500334";" ";1.000;177.00;84.68;35.40;01.12.2023;21
"0502";"13047";"1500337";" ";1.000;488.00;233.74;97.60;01.12.2023;21
"0502";"13047";"1500630";" ";1.000;852.00;450.56;170.40;01.12.2023;21
"0502";"13062";"3000153";"5";43.200;499.00;175.39;7544.90;05.12.2023;21
"0502";"13067";"5004927";" ";16.200;1315.00;438.01;5325.80;01.12.2023;21
"0502";"13067";"5004888";" ";38.880;1039.00;287.69;10099.10;01.12.2023;21
"0502";"13067";"5004924";"3";12.960;1119.00;372.48;3625.60;01.12.2023;21
"0502";"13070";"5005003";" ";1.440;1165.00;343.16;419.40;01.12.2023;21
"0501";"13086";"5301571";"8";10.890;809.00;203.28;0.00;06.12.2023;21
"0501";"13086";"5301569";"E";21.600;845.00;205.34;0.00;06.12.2023;21
"0501";"13086";"5301529";"=";14.850;859.00;234.12;0.00;06.12.2023;21
"0501";"13086";"     24";" ";1.000;-1500.00;0.00;0.00;06.12.2023;21
"0502";"13097";"1010259";" ";5.400;1026.00;475.89;2216.20;01.12.2023;21
"0502";"13098";"1010691";"6";22.680;431.00;198.90;3910.04;01.12.2023;21
"0502";"13062";"1008332";"2";5.900;649.00;293.90;1531.64;05.12.2023;21
"0502";"13103";"2003443";"2";25.680;775.00;194.53;5970.60;01.12.2023;21
"0502";"13106";"1001178";"4";12.000;314.00;157.59;1582.60;04.12.2023;21
"0502";"13106";"1001182";"7";9.000;314.00;157.59;1186.90;04.12.2023;21
"0502";"13115";"3508967";"1";30.030;569.00;198.73;5980.50;06.12.2023;21
"0502";"13115";"3147838";" ";13.090;699.00;256.70;2745.00;06.12.2023;21
"0502";"13115";"     51";" ";1.000;590.00;0.00;0.00;06.12.2023;21
"0502";"13115";"     71";" ";1.000;-590.00;0.00;0.00;06.12.2023;21
"0502";"13117";"6003482";"3";6.700;1065.00;285.33;1070.33;08.12.2023;21
"0502";"13117";"6003481";"1";4.020;1179.00;267.62;710.94;08.12.2023;21
"0502";"13117";"6003784";"3";6.400;819.00;236.82;786.24;08.12.2023;21
"0502";"13106";"1010665";" ";65.280;799.00;401.46;20863.48;04.12.2023;21
"0502";"13106";"1002234";"?";130.500;557.00;279.92;29075.40;04.12.2023;21
"0501";"13086";"     52";" ";1.000;990.00;0.00;0.00;06.12.2023;21
"0501";"13086";"     72";" ";1.000;-990.00;0.00;0.00;06.12.2023;21
"0502";"13133";"1302677";" ";1.000;171.00;64.90;39.33;01.12.2023;21
"0502";"13135";"1502038";" ";1.000;9593.00;3567.60;4316.85;04.12.2023;21
"0502";"13135";"1502052";" ";1.000;2306.00;857.70;1037.70;04.12.2023;21
"0502";"13137";"6001560";":";105.000;419.00;155.54;15398.30;01.12.2023;21
"0502";"13117";"6003551";" ";18.000;465.00;153.08;1255.50;08.12.2023;21
"0502";"13138";"3579929";" ";24.610;499.00;213.50;0.00;01.12.2023;21
"0502";"12566";"3100001";"1";1.000;121.00;0.00;0.00;01.12.2023;21
"0502";"13103";"5800004";" ";4.000;80.00;36.27;0.00;01.12.2023;21
"0502";"13103";"6001586";"D";6.000;419.00;134.09;879.90;01.12.2023;21
"0502";"13106";"1010665";"1";23.040;799.00;401.46;7363.60;04.12.2023;21
"0502";"13137";"1008382";"3";29.500;587.00;201.60;6926.60;01.12.2023;21
